Unnamed: 0,question_id,question_text,topic,answer_item_1,answer_item_2,answer_item_3,answer_item_4,answer_item_5,answer_item_6,answer_item_7,answer_item_8,answer_item_9
810,811,"['direct', 'artist', 'turn', 'sign', 'total', 'order', 'minut', 'subject', 'bring', 'famili', 'share', 'leav', 'gener']","['career', 'develop']","['signific', 'morn', 'project', 'militari', 'campaign', 'ago', 'thing', 'upon', 'candid', 'standard', 'natur', 'get']","['month', 'cultur', 'south', 'design', 'wide', 'environment', 'heart', 'decis', 'job', 'end', 'throughout', 'skill', 'method']","['water', 'attack', 'variou', 'skin', 'choic', 'next', 'certainli', 'real', 'score', 'insid', 'quit', 'game', 'sure']","['mother', 'lawyer', 'type', 'want', 'consid', 'detail', 'certainli', 'tough', 'great', 'top', 'act', 'militari', 'chanc', 'skill', 'relationship', 'fall']","['whatev', 'offer', 'movement', 'guy', 'still', 'gener', 'close', 'congress', 'admit']","['event', 'enter', 'reveal', 'skin', 'arriv', 'lawyer', 'son', 'past', 'work', 'process', 'best', 'rest', 'reduc', 'quit', 'differ', 'certain', 'discus', 'plant', 'site']","['none', 'star', 'economi', 'certainli', 'risk', 'el', 'rais', 'rang', 'score', 'agenc']","['bank', 'standard', 'program', 'senior', 'group', 'trip', 'around', 'air', 'sort', 'staff', 'front', 'whose', 'health', 'ahead']",
811,812,"['mean', 'tradit', 'bag', 'glass', 'want', 'month', 'record']","['web', 'develop']","['indic', 'bill', 'campaign', 'time', 'man', 'possibl', 'everyon']","['skill', 'materi', 'differ', 'mani', 'dog', 'point', 'home']","['long', 'sometim', 'variou', 'prove', 'look', 'kid', 'word', 'scientist', 'risk', 'polit', 'help', 'piec', 'win', 'thousand']","['someon', 'red', 'hospit', 'debat', 'amount']","['central', 'mother', 'grow', 'gun', 'class', 'singl', 'measur', 'like', 'employe', 'stand', 'experi', 'nice', 'occur', 'differ', 'centuri', 'blue', 'list', 'garden', 'servic', 'reduc', 'half']","['quickli', 'countri', 'area', 'respond', 'hour', 'employe', 'listen', 'situat', 'truth', 'leader', 'despit', 'offic']","['later', 'democrat', 'democrat', 'car', 'institut', 'lose']",,
812,813,"['child', 'admit', 'big', 'front', 'languag', 'true', 'like', 'edg']","['person', 'financ']","['choos', 'common', 'garden']","['bear', 'night', 'begin', 'mouth', 'mention', 'group']","['bed', 'card', 'enough', 'activ', 'add', 'close', 'even', 'right', 'gener', 'thousand', 'begin', 'wonder', 'clear', 'station', 'gener', 'cultur', 'paint', 'oper', 'beat']",,,,,,
813,814,"['colleg', 'gun', 'age', 'wife', 'class', 'season', 'station', 'mouth', 'listen', 'compar', 'feel', 'condit']","['space', 'explor']","['listen', 'scienc', 'difficult', 'yard']","['impact', 'mr', 'dark', 'inde', 'wall', 'entir', 'increas', 'alway', 'discuss', 'person', 'support', 'place']","['pay', 'offic', 'north', 'mention', 'final', 'somebodi', 'decid', 'opportun', 'prevent', 'soldier']","['give', 'water', 'right', 'especi']","['research', 'want', 'news', 'rest', 'bill', 'public', 'seat', 'seek', 'cultur', 'littl', 'view', 'certain', 'total', 'minut', 'govern', 'hear', 'speech', 'watch', 'fear', 'game', 'impact', 'sure', 'oil', 'coach']","['elect', 'concern', 'hotel', 'learn', 'movement', 'light', 'effect', 'argu', 'door', 'tend']","['pull', 'film', 'sure', 'cultur']","['wind', 'show', 'boy', 'natur', 'anyth', 'huge', 'arriv', 'visit', 'send', 'threat', 'thousand', 'provid', 'u', 'level', 'start', 'board', 'agre', 'billion', 'pm', 'worker']",
814,815,"['throughout', 'attent', 'relat', 'safe', 'mean', 'actual', 'compar', 'avoid', 'glass', 'mayb', 'agenc']","['digit', 'market']","['lose', 'newspap', 'safe', 'ye', 'scene', 'record', 'develop', 'join', 'tell', 'oil']","['choos', 'fli', 'cover', 'ask', 'relat', 'televis']","['yet', 'challeng', 'million', 'valu', 'walk', 'although', 'seri', 'pull', 'though', 'carri', 'administr', 'upon', 'unit', 'natur', 'materi', 'appli', 'televis']","['polit', 'full', 'poor', 'former', 'blood', 'later', 'tough', 'hit', 'theori']",,,,,
815,816,"['agent', 'beauti', 'meet', 'push', 'agenc', 'believ', 'show', 'green', 'mouth', 'plan', 'larg', 'letter', 'colleg']","['machin', 'learn']","['final', 'hour', 'kind', 'sure', 'none', 'watch', 'properti', 'race', 'inde', 'practic', 'wall', 'forward']","['travel', 'fish', 'fish', 'letter', 'back', 'howev', 'song', 'offer', 'forward', 'polici', 'never', 'treatment', 'paper', 'fight', 'treat', 'sound', 'lead', 'assum', 'food', 'sen']","['popular', 'cell', 'fine', 'argu', 'becom', 'hair', 'strategi', 'middl', 'price', 'understand', 'tabl', 'leav', 'collect', 'toward', 'floor']","['draw', 'evid', 'realli', 'offici', 'seri', 'worker', 'outsid', 'subject', 'foreign', 'avail', 'effect', 'shake', 'voic', 'treat', 'strong', 'qualiti', 'whether', 'moment']","['anyth', 'score', 'collect', 'firm', 'might', 'player']","['deal', 'particip', 'mani', 'tell', 'polit', 'differ', 'evid', 'pattern', 'room', 'forget', 'month', 'affect', 'countri', 'particip', 'employe', 'famili', 'respons', 'war', 'growth', 'maintain', 'star', 'follow', 'world', 'draw', 'trial', 'entir']",,,
816,817,"['trial', 'kitchen', 'four', 'whole', 'ask', 'repres', 'court', 'deal', 'rich', 'clearli', 'citi', 'claim', 'sens', 'wife', 'phone', 'budget', 'charg', 'abl']","['health', 'fit']","['famili', 'even', 'reflect', 'worri', 'street', 'success', 'polic', 'invest', 'finish', 'listen', 'address', 'decis', 'game', 'rememb', 'quit', 'kid', 'ga', 'dark', 'crime', 'home', 'human', 'usual', 'inform', 'good', 'understand', 'spend', 'senior', 'ye']","['part', 'comput', 'ye', 'tell', 'build']","['natur', 'true', 'answer', 'import', 'requir', 'east', 'realiz', 'write', 'sister', 'abil']","['discus', 'wrong', 'throw', 'happen', 'mani', 'militari', 'close', 'develop', 'know', 'troubl', 'eat']","['doctor', 'site', 'campaign', 'camera', 'imagin']","['color', 'week', 'deep', 'memori', 'challeng', 'stori', 'edg', 'quit', 'ten']","['turn', 'room', 'leg', 'economi', 'well']","['suggest', 'almost', 'enjoy', 'institut', 'loss', 'cultur', 'seriou', 'pressur', 'hit', 'servic', 'wish', 'signific', 'perform', 'citi', 'paint', 'behavior', 'girl', 'natur']","['sort', 'next', 'cultur']"
817,818,"['agreement', 'tradit', 'game', 'marriag', 'low', 'sit', 'fear', 'reveal', 'region', 'green', 'analysi', 'collect', 'citizen', 'feder']","['health', 'fit']","['educ', 'meet', 'actual', 'wide', 'imag', 'posit']","['factor', 'mean', 'record', 'notic', 'person', 'indic', 'qualiti', 'simpl', 'bank', 'energi', 'societi', 'physic', 'red']","['mayb', 'rock', 'call', 'town', 'collect', 'old', 'paint', 'fall', 'knowledg', 'late', 'civil', 'boy', 'base', 'walk', 'custom']","['increas', 'drive', 'continu', 'custom', 'ye', 'hot', 'control', 'spring']","['data', 'countri', 'wish', 'report', 'former', 'son', 'star', 'key', 'throw', 'health']","['claim', 'actual', 'coupl', 'meet', 'recent']","['half', 'success', 'western', 'pm', 'home', 'movi', 'special']","['read', 'ga', 'across', 'begin']","['agre', 'fli', 'loss', 'involv', 'citizen', 'seat', 'black', 'speak']"
818,819,"['exactli', 'race', 'interview', 'among', 'author', 'respons', 'teach']","['health', 'fit']","['intern', 'look', 'surfac', 'dark', 'western', 'though', 'mention', 'consum', 'mission', 'civil', 'togeth', 'stand', 'safe', 'fast', 'whatev', 'buy', 'behavior', 'sister', 'dark', 'consum']","['seven', 'mother', 'toward', 'environment', 'back', 'thu', 'environment', 'camera', 'relationship', 'often']","['tabl', 'along', 'think']","['decid', 'area', 'road', 'happen', 'deal', 'sound', 'properti', 'give', 'concern', 'rais', 'entir', 'speech', 'attorney', 'usual', 'step', 'member', 'import', 'fight', 'style', 'recent']","['enter', 'social', 'dream']","['yet', 'democrat', 'much', 'anyon', 'seek', 'relationship', 'contain', 'author', 'art', 'court', 'audienc', 'agenc', 'entir', 'letter', 'organ', 'maintain']","['yeah', 'instead', 'difficult', 'requir', 'win', 'court', 'cost', 'owner', 'secur', 'larg', 'exampl', 'red', 'kind']",,
819,820,"['white', 'agreement', 'smile', 'factor', 'presid', 'news', 'letter', 'poor', 'seat']","['machin', 'learn']","['know', 'determin', 'prevent', 'analysi', 'choos', 'today', 'two', 'task', 'littl', 'answer', 'manag', 'togeth', 'issu', 'includ', 'tree', 'game', 'power', 'star', 'becom', 'polit']","['paper', 'improv', 'side', 'energi', 'stage', 'night', 'begin', 'bring', 'bank', 'futur', 'other', 'allow', 'list', 'reach', 'well', 'treat', 'part', 'daughter', 'draw', 'page']","['debat', 'spring', 'perhap', 'democrat', 'paint', 'third', 'life', 'charg', 'kid', 'form', 'watch', 'air', 'support', 'author', 'mean', 'huge', 'fund']",,,,,,
820,821,"['anyon', 'avail', 'report', 'tell', 'face', 'music', 'school', 'everi', 'fast']","['machin', 'learn']","['ball', 'letter', 'husband', 'sourc', 'project', 'action', 'poor', 'month', 'tend', 'avail', 'get', 'spend', 'good', 'kind', 'pretti', 'involv', 'name', 'particular', 'star', 'amount']","['protect', 'keep', 'model', 'pictur', 'share', 'car', 'skin']","['also', 'posit', 'minut', 'realiz', 'polic', 'pattern', 'adult', 'way', 'factor', 'radio', 'senior']","['seek', 'live', 'natur', 'upon', 'anoth', 'power', 'foot', 'idea', 'event', 'western', 'impact', 'seem', 'draw']","['invest', 'week', 'dream', 'entir', 'particular', 'wrong', 'machin', 'secur', 'particip', 'see', 'appli', 'common']","['day', 'studi', 'travel', 'network', 'effect', 'green', 'even']","['station', 'spend', 'join', 'colleg', 'ten', 'care', 'list', 'even', 'save', 'arriv']","['would', 'seek', 'deep', 'score', 'abil']",
821,822,"['anim', 'scene', 'cup', 'author', 'might', 'draw', 'music', 'tri', 'necessari', 'student', 'forc', 'doctor', 'item', 'face', 'either', 'well', 'account', 'check']","['health', 'fit']","['total', 'forget', 'tv']","['head', 'best', 'stage', 'green', 'movement', 'vote', 'around', 'beauti', 'leav', 'factor', 'statement', 'decis', 'exactli']","['control', 'cell', 'station', 'shake', 'signific', 'rais']","['career', 'water', 'econom', 'dark', 'court', 'stand', 'set', 'program', 'firm', 'explain', 'thank']","['pattern', 'also', 'though', 'trade', 'may', 'central', 'bodi', 'think']","['race', 'countri', 'becom', 'stop', 'friend', 'enough', 'blue', 'tough', 'languag', 'art', 'anoth', 'dinner', 'later', 'place', 'billion', 'half', 'letter', 'offer', 'assum']","['share', 'road', 'bad', 'high', 'huge', 'remain']","['may', 'main', 'vote', 'tonight', 'travel', 'black', 'reach', 'hous', 'skill', 'term']",
822,823,"['cold', 'matter', 'commerci', 'much', 'letter', 'record', 'son']",['entrepreneurship'],"['effort', 'fire', 'doctor', 'best', 'member', 'sort', 'countri', 'cours', 'situat', 'month', 'let', 'wish', 'democrat']","['group', 'understand', 'save', 'star', 'tell', 'mother', 'peopl']","['event', 'statement', 'gener', 'technolog', 'stand', 'situat', 'base']","['stori', 'high', 'speak', 'lead', 'fact', 'bear', 'meet', 'sever', 'exactli', 'program', 'certainli', 'fire', 'note', 'beyond', 'necessari', 'smile']","['move', 'across', 'someon', 'morn', 'hous', 'mind', 'defens', 'beauti', 'name', 'spend', 'movement', 'year', 'miss', 'assum', 'pick', 'effect']","['return', 'lead', 'hair', 'boy', 'alway', 'north', 'staff', 'abil', 'control', 'tend', 'vote']",,,
823,824,"['keep', 'countri', 'major', 'among', 'none', 'messag', 'yard']",['blockchain'],"['save', 'popul', 'hope', 'measur', 'one', 'care', 'troubl', 'mayb', 'realiti', 'win', 'return', 'wrong']","['seem', 'energi', 'individu', 'decad', 'lose', 'age', 'mani']","['statement', 'properti', 'light', 'answer', 'toward', 'door', 'court', 'wife', 'food']","['move', 'signific', 'mind', 'impact', 'author', 'suffer', 'four', 'differ', 'invest', 'look', 'cultur', 'fear', 'author', 'ahead', 'word', 'commun', 'east', 'sever', 'gener']","['well', 'rate', 'sit', 'beat', 'rang', 'tv', 'success', 'night', 'simpli', 'realli']","['deep', 'threat', 'book', 'record', 'cultur', 'health', 'also', 'help', 'scene', 'degre', 'upon', 'put', 'well', 'seri', 'fight', 'administr']","['realiz', 'common', 'piec', 'play', 'appear']",,
824,825,"['turn', 'take', 'artist', 'clear', 'challeng', 'middl', 'look', 'industri', 'short']",['sociolog'],"['minut', 'student', 'scienc', 'republican', 'thought']","['bit', 'account', 'green', 'final', 'sound']","['tonight', 'offici', 'similar', 'manag', 'final', 'figur', 'perform', 'cours', 'class', 'next', 'rise', 'travel', 'appli']","['five', 'tv', 'form', 'research', 'wife', 'human', 'parti', 'mayb', 'summer', 'onto', 'site', 'elect', 'ga']","['board', 'posit', 'identifi', 'food', 'town', 'analysi']",,,,
825,826,"['militari', 'system', 'project', 'notic']","['data', 'scienc']","['ground', 'realiz', 'interest', 'event', 'carri', 'abl', 'becom', 'someth', 'financi', 'time', 'interview', 'address', 'send', 'reflect', 'wish', 'alon', 'busi', 'employe', 'across', 'claim', 'section', 'employe', 'cut']","['use', 'chanc', 'hour', 'let', 'scienc', 'right', 'physic', 'coach', 'assum', 'statement', 'best', 'pull', 'rest', 'mean', 'throughout', 'abil', 'scientist', 'across', 'hous', 'author', 'school']","['mayb', 'music', 'set', 'drop', 'shoulder', 'truth', 'beat', 'ball', 'instead', 'rememb', 'foreign']","['suddenli', 'five', 'voic', 'land', 'game', 'involv', 'third', 'ten', 'simpli', 'case']","['scene', 'yet', 'plan', 'low', 'kind', 'anyon', 'side', 'goal', 'insid', 'whatev', 'start', 'seem', 'hand', 'space', 'stop', 'describ', 'mean', 'whole', 'trip', 'rule', 'new', 'seek', 'million', 'page', 'enjoy', 'citizen', 'noth']","['somebodi', 'door', 'includ', 'individu', 'mouth', 'reason', 'half', 'billion', 'educ', 'car', 'night', 'intern', 'possibl', 'look']","['near', 'prepar', 'win', 'might', 'current', 'beat']","['particular', 'wrong', 'behind', 'sinc', 'peopl', 'year', 'sens', 'social', 'home', 'indic', 'fish']","['charact', 'sport', 'heart', 'popular', 'challeng', 'futur', 'u', 'plant', 'rememb', 'far', 'whatev', 'six', 'societi', 'learn', 'mr']"
826,827,"['contain', 'along', 'drop', 'medic', 'hotel', 'move', 'natur', 'step', 'polic']","['artifici', 'intellig']","['polic', 'even', 'agre', 'custom', 'keep', 'part', 'cut', 'stand', 'respons', 'cut', 'teach']","['last', 'catch', 'sister', 'break', 'whole', 'drop', 'abl', 'entir', 'six', 'sea', 'stock', 'mouth', 'read', 'attack', 'appear', 'yet', 'old']","['somebodi', 'tri', 'rich', 'exactli']","['direct', 'final', 'identifi', 'word']","['fear', 'instead', 'visit', 'camera', 'rest', 'continu', 'heart', 'vote', 'play', 'experi', 'site', 'list', 'within', 'heart', 'test', 'speak', 'heart', 'develop', 'eye', 'interest', 'result', 'blood', 'languag', 'natur', 'case']","['hit', 'top', 'parti', 'miss', 'public', 'servic']","['thank', 'join', 'rang', 'newspap', 'entir', 'whole', 'imagin', 'film', 'region', 'home', 'matter', 'plant', 'popular', 'machin']","['posit', 'card', 'pm', 'presid', 'heavi', 'grow', 'process']","['suffer', 'movi', 'littl', 'ever', 'reach', 'music', 'speak', 'live', 'approach', 'result', 'fear', 'medic', 'card', 'place']"
827,828,"['believ', 'difficult', 'effort', 'polici', 'increas', 'great', 'militari', 'recent', 'hear', 'reason', 'forget', 'new', 'dream', 'plant']",['psycholog'],"['stop', 'buy', 'sen', 'forward', 'song', 'daughter', 'order', 'comput', 'three', 'environ', 'true', 'offici', 'set', 'throw', 'magazin', 'signific', 'final', 'occur', 'bad', 'stay', 'tabl', 'languag', 'nice', 'nearli', 'econom', 'call']","['analysi', 'contain', 'audienc', 'may', 'budget', 'member', 'chanc', 'fact', 'differ', 'pm', 'vote']","['sever', 'energi', 'challeng', 'safe', 'east', 'keep', 'land', 'local', 'food', 'materi', 'reduc', 'arm', 'hundr', 'particip', 'research', 'whose', 'fall', 'site', 'upon', 'father', 'hospit']","['understand', 'easi', 'drug', 'pretti', 'three', 'continu', 'happen', 'stay', 'wonder', 'send', 'countri', 'subject', 'space', 'opportun']","['author', 'prevent', 'state', 'oil', 'wear', 'almost', 'oper', 'despit', 'base', 'trip', 'differ', 'respons', 'go', 'deep', 'foreign', 'mention', 'despit', 'market', 'air', 'piec', 'mani']",,,,
828,829,"['play', 'day', 'religi', 'earli', 'pull', 'prepar', 'anyth', 'type']",['histori'],"['beyond', 'properti', 'old', 'almost']","['use', 'leg', 'bar', 'charg', 'seem', 'school', 'environment', 'theori', 'art']","['woman', 'boy', 'section', 'rich', 'event', 'energi', 'hard', 'blue', 'adult', 'threat', 'imag', 'great']","['never', 'perform', 'manag', 'issu', 'long', 'score', 'onto', 'edg', 'teacher', 'daughter', 'along', 'subject', 'walk', 'style', 'enough', 'minut', 'paint', 'need']","['strong', 'parent', 'usual', 'opportun']","['appli', 'billion', 'enter', 'task', 'coach', 'pm', 'parent', 'cultur', 'tree', 'student', 'whatev', 'minut', 'bill', 'stage']","['act', 'noth', 'usual', 'hair', 'author', 'win', 'variou', 'elect', 'beyond', 'thu', 'nation', 'strong', 'doctor', 'say']",,
829,830,"['cover', 'understand', 'posit', 'mother', 'cultur', 'actual', 'event', 'least', 'like', 'forc', 'beauti', 'seat', 'lose', 'probabl', 'properti', 'writer']","['digit', 'market']","['station', 'newspap', 'deep', 'boy', 'even', 'region', 'catch', 'bear', 'water', 'half', 'articl', 'even', 'wait', 'kind', 'red', 'anyth', 'elect', 'threat', 'perform', 'chanc', 'tax', 'particular']","['support', 'enter', 'similar', 'common', 'wrong', 'execut', 'detail', 'item']","['confer', 'laugh', 'drug', 'note', 'gun', 'boy', 'concern', 'two', 'becom', 'still', 'bed', 'window', 'focu', 'increas', 'contain', 'sen', 'popul', 'box', 'hand', 'person', 'amount']","['could', 'feel', 'behavior', 'day', 'dream', 'happen', 'wall', 'play', 'perhap', 'prevent', 'futur', 'big', 'rais']","['view', 'name', 'troubl', 'worker', 'hospit', 'full', 'civil', 'answer', 'million', 'increas', 'note', 'believ', 'structur']","['statement', 'job', 'agenc', 'yard', 'wear', 'system', 'want', 'actual', 'rather', 'alon', 'identifi']","['without', 'tonight', 'feel', 'move', 'languag', 'well', 'dinner', 'statement', 'begin', 'need', 'loss', 'strategi', 'program', 'peac', 'father', 'recent', 'church', 'crime', 'top', 'subject', 'around', 'tabl', 'lose', 'recogn', 'forget', 'behavior', 'phone', 'countri', 'rang', 'secur']",,
830,831,"['compani', 'leav', 'hundr', 'senior', 'societi', 'histori', 'troubl', 'hundr']",['histori'],"['forc', 'option', 'book', 'area']","['determin', 'hold', 'blue', 'attorney', 'mr', 'pm', 'child', 'standard']","['five', 'right', 'laugh', 'beauti', 'knowledg', 'fill', 'degre', 'valu', 'public', 'agent', 'feel', 'land', 'build']",,,,,,
