Unnamed: 0,question_id,question_text,topic,answer_item_1,answer_item_2,answer_item_3,answer_item_4,answer_item_5,answer_item_6,answer_item_7,answer_item_8,answer_item_9
410,411,"['kind', 'kid', 'thousand', 'brother', 'provid', 'forget', 'score', 'effort', 'attorney', 'fill', 'write', 'eight', 'financi', 'chanc', 'educ', 'situat']","['web', 'develop']","['star', 'cover', 'school', 'blue', 'glass', 'look', 'sign']","['heavi', 'tri', 'public', 'charact', 'mind', 'movi', 'govern']","['mission', 'interest', 'daughter', 'commerci', 'never', 'none', 'natur', 'staff', 'bar', 'american', 'mouth', 'movement', 'school', 'person', 'peac']",,,,,,
411,412,"['popular', 'mr', 'surfac', 'institut', 'class', 'west', 'includ', 'pay', 'yeah', 'test', 'ever', 'know', 'road', 'posit', 'subject', 'pas', 'sen']",['sociolog'],"['law', 'road', 'program', 'man', 'everi', 'administr', 'dream', 'nice', 'agre', 'economi', 'last', 'paper', 'modern', 'voic', 'weight', 'pas']","['group', 'democrat', 'practic', 'social', 'level', 'might', 'key', 'someon', 'speak', 'paper', 'sourc', 'consum']","['wind', 'none', 'open', 'current', 'much', 'along', 'worri', 'least', 'catch', 'make', 'want', 'road', 'worker', 'green']","['hundr', 'lose', 'smile', 'model', 'commerci', 'doctor', 'watch', 'smile', 'pictur', 'good', 'main', 'mean', 'improv', 'environ', 'fund', 'produc', 'bank', 'pick', 'increas', 'technolog', 'comput', 'bill', 'past', 'daughter', 'record']","['recent', 'marriag', 'drive', 'polic']",,,,
412,413,"['democrat', 'babi', 'pm', 'econom', 'accept', 'common', 'white', 'grow']","['health', 'fit']","['matter', 'say', 'much', 'southern', 'four', 'road', 'includ', 'particularli', 'call', 'western', 'knowledg', 'right', 'ago', 'special', 'light']","['social', 'light', 'purpos', 'sens', 'kind', 'ground', 'dinner', 'respond', 'situat', 'becom', 'price', 'bit', 'author', 'late', 'medium', 'seven', 'across', 'daughter', 'common']","['church', 'market', 'friend', 'start', 'less', 'big', 'treatment', 'wear', 'page', 'five', 'econom', 'young', 'share', 'per', 'best', 'read', 'money', 'attorney', 'bad', 'check']","['happi', 'alon', 'leg', 'ten', 'pas', 'big', 'colleg', 'clear', 'may', 'shake', 'husband', 'two', 'per']","['adult', 'ahead', 'gener', 'serv', 'form']",,,,
413,414,"['anyon', 'fight', 'movi', 'indic', 'store', 'forward', 'bring', 'case']","['climat', 'chang']","['memori', 'avoid', 'write', 'militari', 'last', 'per', 'ye']","['white', 'manag', 'friend', 'mission', 'huge', 'rule']","['concern', 'build', 'religi', 'offer', 'institut', 'state', 'station', 'friend', 'possibl']","['travel', 'polici', 'prevent', 'treatment', 'last', 'season', 'order', 'oil', 'standard', 'militari', 'church', 'technolog', 'democrat', 'real', 'fish', 'window', 'throughout']","['fund', 'ahead', 'today', 'nation', 'question', 'fine', 'view', 'organ', 'offic', 'consum', 'stay', 'wonder', 'worker', 'son', 'buy', 'bed', 'effort', 'break', 'go', 'alon', 'art']",,,,
414,415,"['beauti', 'suddenli', 'memori', 'right', 'trip', 'want', 'life', 'born', 'budget', 'center', 'senior', 'televis', 'materi']","['data', 'scienc']","['foreign', 'plan', 'elect', 'writer', 'ok', 'hous', 'beat', 'space', 'stand']","['lot', 'strong', 'phone', 'speech', 'stand', 'make', 'languag', 'major', 'earli', 'return', 'wish', 'right', 'american', 'manag', 'learn', 'lay', 'feder', 'land', 'societi', 'man', 'daughter', 'fund', 'visit', 'ahead', 'top', 'bad', 'second', 'news', 'heart', 'travel', 'quickli', 'yet']","['marriag', 'studi', 'western', 'articl', 'near', 'everybodi', 'air', 'rule', 'report', 'boy', 'entir', 'doctor']",,,,,,
415,416,"['smile', 'especi', 'result', 'remain', 'side', 'may', 'watch', 'insid', 'four', 'certainli']",['psycholog'],"['manag', 'lay', 'institut', 'fact', 'major', 'polic', 'suggest', 'director', 'simpli', 'push', 'custom', 'middl', 'door', 'treat', 'resourc', 'least', 'choic', 'nation', 'respons', 'dog']","['song', 'someth', 'work', 'purpos', 'growth', 'scene', 'particularli', 'shake', 'respond', 'standard', 'billion', 'mayb', 'black', 'certainli', 'support', 'mouth', 'economi', 'figur', 'base']","['tax', 'wish', 'south', 'affect', 'spring', 'writer', 'western', 'forward', 'site']",,,,,,
416,417,"['heart', 'presid', 'similar', 'wall', 'modern', 'top', 'parent', 'window', 'deal', 'decad', 'improv']",['cybersecur'],"['new', 'speech', 'bar', 'fund', 'town', 'end', 'posit']","['stock', 'discus', 'use', 'part', 'base', 'tonight', 'degre', 'floor', 'shake', 'senior', 'someon', 'relationship', 'offici', 'coupl', 'practic', 'experi', 'throughout']","['agreement', 'colleg', 'give', 'month', 'later']","['third', 'pay', 'reveal', 'mention', 'appear', 'everyth']","['contain', 'thu', 'hotel', 'gener', 'offici', 'fine', 'bad', 'five', 'blood', 'build', 'easi', 'argu', 'current', 'interest', 'fact', 'fund', 'babi', 'oper', 'boy']","['major', 'figur', 'impact', 'differ', 'nearli', 'sit', 'role', 'program', 'knowledg', 'catch', 'ahead', 'hard', 'artist', 'theori', 'focu']","['studi', 'issu', 'success', 'unit', 'coupl', 'like']","['old', 'polic', 'pay', 'imag', 'democrat', 'perform', 'night', 'futur', 'fact', 'agenc', 'third', 'lose', 'far', 'money', 'televis', 'process', 'hard', 'firm', 'studi', 'child', 'key']",
417,418,"['star', 'never', 'draw', 'read', 'newspap', 'white', 'realiti', 'mani', 'return', 'artist', 'factor']","['health', 'fit']","['least', 'rock', 'defens', 'toward', 'oil', 'certainli', 'foot', 'similar', 'fight', 'school', 'commerci', 'relat']","['collect', 'purpos', 'administr']","['mr', 'expect', 'differ', 'morn', 'prepar', 'usual', 'budget', 'somebodi']","['fear', 'exampl', 'final', 'ye', 'blue', 'ring', 'hour', 'suffer', 'pattern', 'impact']","['north', 'readi', 'face', 'work', 'bank', 'either']","['board', 'feel', 'u', 'stuff', 'teach', 'check', 'common']","['sometim', 'fli', 'safe', 'drive', 'phone', 'game', 'professor', 'accord', 'read', 'answer', 'mouth', 'go', 'even', 'vote', 'go', 'establish', 'member', 'result', 'suffer', 'discus', 'health']",,
418,419,"['nation', 'hold', 'stay', 'less', 'choos', 'radio', 'believ', 'much', 'specif']","['machin', 'learn']","['learn', 'televis', 'abil', 'simpl', 'unit', 'gun', 'readi', 'fund', 'kitchen']","['commerci', 'especi', 'piec', 'step', 'thousand', 'certainli']","['cost', 'paint', 'presid', 'differ', 'statement', 'drive', 'skill', 'affect', 'contain', 'market', 'street', 'exactli', 'feel', 'polit', 'question', 'reflect', 'later', 'realiti', 'agre']","['fight', 'professor', 'let', 'rate', 'water', 'gener', 'anoth', 'educ', 'shake', 'differ']","['seriou', 'line', 'differ', 'boy', 'busi', 'add', 'high']","['treat', 'hospit', 'would', 'star', 'seek', 'blood', 'today', 'could', 'program', 'wish', 'paint', 'model', 'import']","['scientist', 'name', 'confer', 'benefit', 'fear', 'pas', 'physic', 'offici', 'relat', 'product', 'half']","['difficult', 'could', 'late', 'big', 'attorney', 'entir', 'establish', 'pas', 'skill', 'hotel', 'money', 'southern', 'tonight', 'seat', 'word', 'lot', 'film', 'hear', 'ago', 'win', 'abil', 'eye']",
419,420,"['station', 'chanc', 'pictur', 'execut', 'network', 'store', 'account', 'recogn', 'wall', 'comput', 'morn', 'reveal', 'fire', 'heart']",['cybersecur'],"['wall', 'properti', 'rich', 'attack', 'mention', 'prevent', 'race', 'best', 'treatment', 'oper', 'score', 'report']","['young', 'room', 'oper', 'upon', 'might', 'particular', 'understand', 'cup', 'rate']","['industri', 'mission', 'administr', 'use', 'develop', 'accept', 'gener']","['democrat', 'fight', 'economi', 'build', 'move', 'writer', 'type', 'everi', 'test', 'sever', 'elect', 'ago']","['claim', 'charact', 'appli', 'team', 'join', 'inde', 'dream', 'research', 'near', 'seriou', 'item', 'eight', 'centuri', 'form', 'first', 'least', 'usual', 'signific', 'middl']","['car', 'human', 'materi', 'machin', 'arriv']","['hand', 'join', 'front', 'team', 'bodi', 'health', 'room', 'inform', 'product', 'interest', 'prepar', 'thousand', 'mr', 'easi', 'art', 'product', 'manag', 'seriou', 'wife', 'wait', 'drive', 'readi']",,
420,421,"['attorney', 'activ', 'move', 'product', 'capit']","['climat', 'chang']","['sign', 'speak', 'doctor', 'particularli', 'three', 'discus', 'religi', 'ball', 'bank']","['board', 'later', 'nation', 'cut', 'bag']","['discus', 'boy', 'crime', 'trial', 'best']","['militari', 'discuss', 'way', 'director', 'per', 'test', 'keep', 'say', 'view', 'wonder', 'page', 'anim', 'skin', 'respons', 'bag', 'process', 'thu', 'singl', 'land', 'custom', 'decis']","['magazin', 'forc', 'street', 'smile', 'somebodi', 'standard', 'lay', 'agenc', 'daughter']","['lawyer', 'activ', 'note', 'scienc', 'debat', 'speak', 'valu', 'read', 'man', 'view']","['cultur', 'hour', 'season', 'make', 'arm', 'role', 'read', 'bed', 'administr', 'ye', 'keep', 'leave', 'show', 'place', 'age', 'poor', 'establish']","['ten', 'probabl', 'organ', 'occur', 'land', 'shake', 'call', 'argu', 'tv', 'custom', 'husband', 'major', 'ball']",
421,422,"['tend', 'quit', 'blood', 'respons', 'imagin', 'sinc', 'impact', 'local', 'messag', 'special']","['person', 'financ']","['make', 'seven', 'manag', 'structur', 'sort', 'side', 'final', 'tradit', 'treatment', 'busi', 'financi', 'seek', 'must', 'old', 'fund', 'world']","['man', 'throw', 'process', 'confer', 'get', 'gun']","['still', 'add', 'million', 'effect', 'special', 'kitchen', 'despit', 'train', 'weight', 'sort', 'free', 'sea', 'consid', 'onto', 'support', 'success', 'agent', 'set', 'purpos', 'skin', 'number', 'administr']","['law', 'return', 'term', 'order', 'machin', 'run', 'spend', 'evid', 'clearli', 'peac', 'educ', 'step', 'crime']","['enough', 'camera', 'cell', 'sever', 'involv', 'save', 'imagin', 'money', 'includ', 'peopl', 'bill', 'yet', 'suggest', 'data']","['join', 'particip', 'compani', 'author', 'deep', 'wife', 'child']",,,
422,423,"['busi', 'son', 'race', 'lead', 'remain', 'gener', 'forget']","['environment', 'scienc']","['new', 'arriv', 'tough', 'particular', 'confer', 'wonder', 'rather', 'respons', 'colleg', 'pressur', 'reach', 'throw', 'concern', 'busi']","['assum', 'camera', 'share', 'boy', 'continu', 'hospit', 'project', 'get', 'degre']","['natur', 'perhap', 'walk']","['school', 'fall', 'group', 'remain', 'realli', 'lay', 'letter', 'marriag', 'red', 'team', 'food', 'machin', 'alway', 'reduc', 'door', 'tough', 'heart', 'final', 'everi', 'view', 'agreement', 'explain', 'act', 'sport']",,,,,
423,424,"['avail', 'fund', 'organ', 'consid', 'product', 'close', 'mother']",['sociolog'],"['buy', 'beyond', 'howev', 'half', 'line', 'sinc']","['might', 'oper', 'author', 'without', 'may', 'soldier', 'avail', 'wide', 'behind']","['agent', 'arriv', 'instead', 'recogn', 'onto', 'woman', 'task', 'hour', 'plan', 'model', 'religi', 'amount', 'allow']","['give', 'among', 'establish', 'suddenli', 'job', 'prevent', 'area', 'former']","['involv', 'thank', 'economi', 'modern', 'action', 'worker', 'worker', 'polici', 'surfac', 'forget', 'human', 'respond', 'rang', 'store', 'threat', 'action', 'within', 'without', 'sort', 'ye', 'morn', 'instead', 'smile', 'comput', 'consid', 'import', 'way', 'develop', 'american', 'yeah', 'maintain']","['religi', 'claim', 'repres']","['maintain', 'anoth', 'use', 'woman', 'feel', 'larg', 'everi', 'anyon', 'season', 'smile', 'nearli', 'behind', 'prevent', 'trip', 'tonight', 'mission', 'also', 'soldier', 'yet']","['sever', 'hope', 'top', 'bring', 'member', 'step', 'back', 'last', 'effect']",
424,425,"['around', 'along', 'fast', 'actual', 'rais', 'speech', 'son', 'head']","['space', 'explor']","['profession', 'game', 'play', 'theori', 'sport', 'second', 'challeng', 'tri', 'materi', 'smile', 'red', 'board', 'civil', 'indic', 'ask', 'studi', 'small', 'three', 'long', 'polit', 'guy', 'mean', 'lead', 'choos', 'effect', 'suffer']",['southern'],"['edg', 'treat', 'idea', 'make', 'polit', 'collect', 'green', 'area', 'profession', 'cultur', 'put', 'fast', 'busi', 'moment', 'readi', 'stay', 'natur']","['final', 'letter', 'democrat', 'inform', 'posit', 'success', 'individu', 'section', 'three', 'scienc', 'nice']",,,,,
425,426,"['heavi', 'affect', 'say', 'wall', 'fine', 'remain', 'mani', 'cell']","['health', 'fit']","['minut', 'soldier', 'son', 'ahead', 'group', 'reason']","['leav', 'purpos', 'door', 'coupl', 'buy', 'profession', 'later', 'militari', 'relationship', 'pressur', 'littl', 'must', 'model', 'five', 'dinner', 'line', 'sell', 'moment', 'huge', 'intern']","['address', 'everybodi', 'kind', 'movi', 'arriv', 'histori', 'tradit', 'event', 'educ', 'abil']","['heart', 'relat', 'director', 'administr', 'hand', 'level', 'energi', 'event', 'financi', 'coupl', 'final', 'career', 'avoid', 'reduc', 'detail', 'need', 'allow', 'woman', 'ago', 'seat', 'believ', 'like', 'race', 'memori', 'shake']","['machin', 'show', 'research', 'newspap', 'stori', 'full']",,,,
426,427,"['expect', 'histori', 'babi', 'cours', 'someth']","['climat', 'chang']","['anoth', 'fli', 'catch', 'station', 'manag', 'bit', 'even']","['billion', 'time', 'readi', 'upon', 'begin', 'certain', 'sometim', 'countri', 'type', 'economi', 'fast', 'charact', 'line', 'democrat', 'kid', 'spend', 'coach', 'seat', 'fli', 'former', 'stock', 'agreement', 'board', 'trade', 'option', 'home', 'first', 'parent', 'hair']","['best', 'cultur', 'main', 'stop', 'enough', 'even', 'recent', 'method', 'receiv', 'recent', 'assum', 'discus']","['back', 'set', 'window', 'hospit', 'around', 'focu', 'discov', 'tonight', 'best', 'road', 'nation', 'miss']","['offici', 'man', 'church', 'audienc', 'happen', 'new', 'experi', 'age', 'respons', 'low', 'perform', 'rich', 'perhap', 'current', 'requir', 'bag', 'fact', 'budget', 'box', 'natur', 'major', 'sing', 'civil', 'dog']","['collect', 'mr', 'thu', 'price', 'bar', 'effect', 'must', 'campaign']","['thu', 'cell', 'offici', 'right', 'hair', 'day', 'standard', 'increas', 'fire', 'enter', 'art', 'tell', 'messag', 'pictur', 'comput', 'professor', 'benefit', 'repres', 'run', 'singl', 'movi', 'person', 'bed', 'physic']","['art', 'toward', 'difficult', 'other', 'friend', 'later', 'meet', 'air', 'though', 'sourc', 'train', 'tree', 'tradit', 'stuff', 'word']","['size', 'back', 'light', 'anoth', 'effort', 'countri', 'cultur', 'room', 'dog', 'billion', 'stay', 'lot', 'ago', 'within', 'anyon']"
427,428,"['gener', 'firm', 'actual', 'page', 'author', 'think', 'close', 'tonight', 'across', 'effect', 'professor', 'age', 'mention', 'song']","['machin', 'learn']","['think', 'player', 'full', 'see', 'miss', 'free', 'region', 'resourc', 'share', 'american']","['respons', 'step', 'anyon', 'friend', 'learn', 'consid', 'chang', 'medium', 'forward', 'confer']","['sometim', 'order', 'board', 'choic', 'effort', 'degre', 'say', 'imagin', 'black', 'hot', 'occur', 'receiv', 'push', 'short', 'author', 'describ', 'push', 'howev', 'discov', 'democrat', 'perform', 'system']","['suddenli', 'dog', 'someth', 'differ', 'fear', 'southern', 'pick', 'deep', 'thank', 'three', 'end', 'custom', 'posit', 'pictur', 'technolog', 'fire', 'strong', 'product', 'mission']",,,,,
428,429,"['might', 'grow', 'includ', 'becom', 'speech', 'variou', 'suggest', 'much', 'inform', 'friend']",['blockchain'],"['person', 'board', 'clear', 'often', 'power']","['break', 'score', 'bank', 'nearli', 'write', 'especi']","['thu', 'station', 'forget', 'easi', 'involv', 'north']",,,,,,
429,430,"['certain', 'safe', 'reason', 'chair', 'letter', 'troubl', 'research', 'ok', 'black', 'famili']",['sociolog'],"['stuff', 'point', 'hour', 'former', 'thank', 'machin', 'sort', 'respons', 'church', 'record', 'doctor', 'return', 'exactli', 'accord', 'real']","['easi', 'valu', 'visit', 'respons']","['realiz', 'commun', 'understand', 'agent', 'wait', 'land', 'case']","['pretti', 'pressur', 'time', 'place']","['popular', 'pull', 'intern', 'hospit', 'leader', 'differ', 'world', 'enjoy', 'impact', 'word', 'skill', 'base', 'collect', 'pattern', 'smile', 'travel', 'consid', 'window', 'find', 'enter']","['blood', 'custom', 'watch', 'readi', 'word', 'employe', 'line']","['rock', 'add', 'must', 'paint', 'end', 'employe', 'arm', 'industri']","['also', 'leg', 'film', 'evid', 'western', 'blood', 'interest', 'attent', 'summer']","['natur', 'report', 'voic', 'even', 'space', 'author', 'name', 'star', 'kind', 'realiti', 'prevent', 'person']"
