question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
211,histori,"well,particular,near,keep,strong,leader,strategi,organ,reach,person,start","strong,stage,letter,hope,make,upon,confer,interest,especi,seek,hard,easi,notic,identifi,pattern,execut,eat","clearli,product,style,famili,physic,accord,know,glass,speech,offic,plant,marriag,carri,natur,mr","memori,mouth,magazin,start,child,reduc,agre,hair,group,front,per,drive,standard,add,law,rais,hot,event,bodi,profession,happen,rich,local,best,although","present,other,hour,week,mean,tonight,seek,improv,next,abil,item","includ,choos,bodi,memori,forget,repres,manag,paint,case","voic,yeah,pictur,begin,imag,time,concern,stand,babi,compani,experi,sit,trade,affect","short,popular,certain,case,properti,mr,polici,avoid,success,far,help",
212,histori,"turn,coach,eat,major,size,behavior,see,charg,great,would,someth,price","citizen,ok,benefit,ga,buy,clearli,program,beat,ye,reach,discuss,choic,enjoy,presid,perhap,nation","collect,blue,long,physic,matter,respons,board,seem,wish,base,prepar,current,person,tell,simpl","becom,public,bar,bed,govern,fish,certain,act,necessari,spend,pm","wide,peopl,father,fund,product,road,fine,west,mani,receiv,land,win",,,,
213,"digit,market","allow,better,letter,truth,model,meet","major,agent,money,still,step,great,other,second","hard,day,arm,polit,prevent,countri,race,suffer,plant,exampl,wrong,watch,anyon,defens,polit,end,opportun","discu,manag,earli,reach,see","parent,year,garden,compani,increas,leav,particularli","finish,train,carri,republican,tri,republican,custom,person,fli,might,similar,happi,action,space,kitchen,industri,leader,deal,decid,eat,tough,season,sometim,spring",,,
214,entrepreneurship,"cup,million,american,draw,throw,simpli,world,western,figur,throughout,certain,rais,old,seven,variou,indic,custom,studi,process,admit,edg,drive,fear,court,five,phone,imagin,perform,memori","congress,minut,reason,anyon,materi,speech,put,process,method,difficult,econom,paint,low,compani,type","environ,economi,realiz,final,wide,reason,alreadi,build,field,risk,opportun,manag,billion,better,financi,anyth","group,claim,nation,claim,say,choos,top,realli,pretti,manag,coupl,thought,prevent,quit,receiv,busi,meet,often,parent","sell,break,hear,class,signific,doctor,although,reduc,inde,necessari,concern,econom,common,total,reach,idea,energi,notic,messag,mission,note,bodi,relationship","job,rang,democrat,would,page,far,day,water,girl,writer,last,write,campaign,interest,bar,matter,interview,notic,common,alreadi,red","million,ga,shoulder,interest,tradit,tax,impact,busi,inform,build,safe,newspap","hit,big,task,thu,adult,sell,market,polit,half,audienc,decid,low,condit,adult,spring,design,health,magazin,begin,describ,none",
215,"artifici,intellig","professor,believ,agenc,turn,execut,side,week,argu,start","wind,bag,serv,major,page,floor,near,note","invest,properti,light,cell,peac,natur,child,artist,scienc,street,kitchen,answer","alon,man,real,fish,star,dream,exampl,make,compar,writer,debat,leg,materi,feder,discu,attent",,,,,
216,"space,explor","view,stop,fund,claim,debat,relationship,major,larg,price","walk,thing,fire,increas,say,notic","win,qualiti,travel,peopl,get,news,realiz,increas,teach,colleg","nation,music,behavior,card,miss,trial,member,must,writer,action,cut","happen,way,countri,word,condit,three,agre,forc,book,enter,rate,environment,design,increas,task,intern,particip,star,show,fine,face,howev,use,huge,take,much,billion","sign,let,note,purpos,sometim,stock,author,draw,shoulder,howev,tonight,give,final","fast,floor,head,establish,mr,sing,listen,republican,cultur,ask,western,strategi,friend,exactli,respond,center,level",,
217,"career,develop","televis,stage,citi,fill,major","wall,father,person,great,sens","help,five,fact,exist,low,morn,local,hundr,grow,reveal,detail,congress,give,analysi,attack,standard","drive,music,guy,forget,ten,benefit,page,materi,less,age,lead,key,bodi,full","white,hand,sourc,simpli","expect,word,heavi,rather,trial,singl,lot,reason,true,qualiti,end,open,paper,perhap,high,heavi,board,player","artist,choic,yet,capit,point,discov,door,area,social,spend,natur,hard,pay,best,make",,
218,psycholog,"term,environ,common,end,effort,admit,rememb,question,challeng,issu,finish,radio,audienc,visit,develop","learn,happi,boy,senior,new,effort,collect,shake","interest,wind,beyond,foreign,happen,ball","answer,comput,last,measur,rule,admit,former,know,certainli,partner,adult","surfac,wall,like,old,career,environ","line,total,prevent,seem,suffer,thousand,seri,still,mouth,detail,alon,other,work","free,east,part,turn,short,choos","third,exist,road,throughout,alway,network,blood,help,mention,factor,clear,act","organ,hotel,identifi,differ,respond,time,agre,song,peopl,would,recogn,figur"
219,"climat,chang","tax,gener,produc,none,adult,bag,avail,sister,movement,husband,avail,degre","program,author,across,expect,bag,oil,tough,sit,real,close,arriv,govern","anim,manag,career,without,rich,fill,shoulder,movi,thousand",,,,,,
220,psycholog,"audienc,singl,littl,meet,fast,new,paint,side,manag,trial,night,professor,check,method,add,issu,particularli,hope,dinner","right,lawyer,futur,rest,phone,song,stuff,wonder,peopl,never,final,near,opportun,educ,event,five","stock,site,main,tabl,cut,door,treatment,firm,senior,worri",,,,,,
221,"person,financ","card,piec,current,special,polit,light,break,fish,record,realli,tv,person,author,go,amount,surfac,forward","relationship,start,polic,away,room,whether,entir,seat,alon,experi,today,import,recogn,smile,hair,grow,sea,laugh","seriou,bag,light,begin,togeth,drop,countri,network,last,final","store,hard,ahead,hot,dog,first,though,billion,cover,alway,newspap,firm,open,inde,worker","offer,news,close,occur,night,carri,despit,lose,race,know,church,nice,know,happen,like,space,job,colleg,fine,bill","begin,pressur,pattern,institut,human,class,show,affect,news,spend,understand,south,view,famili","whose,person,three,finish,shake,polic,histori,lawyer,fast,instead,class,specif,tree,figur,quit",,
222,educ,"nation,school,class,piec,speech,arriv,class,short,mani,mayb,see,particularli,memori,similar,less,happen,door,sea,contain","person,sea,move,properti,crime,learn,tax,entir","strong,growth,stori,play,throw,cours","speak,certainli,night,creat,pull,interest,piec,beyond,onto,prevent,class,medic,particip,person,lead,educ,bank,bit,score,worri,rock,offic,process,past","eat,card,includ,prepar,compar,determin,civil,tree","home,local,region,effort,sport,educ,relat,action,garden",,,
223,blockchain,"child,measur,resourc,sever,south,level,lead,event,beauti,standard,alway,perform,explain,base,hold","area,detail,poor,blood,deep,billion,decid,believ,center,space,edg,debat,suffer,stori,use,author,consid,green","home,billion,nearli,elect,fish,third,man,religi,could,mission,four","friend,page,execut,secur,month,less,activ,form,half,hit","free,east,upon,charg,rich,eye,real,understand","alway,coupl,dinner,mention","quit,dream,countri,situat,free,road,ye,lot,game,memori,reflect,shake,door,sinc,red,church","seat,wrong,posit,commerci,part,although,appear,mayb,ye",
224,psycholog,"quickli,abil,might,ga,explain,machin,contain,site,find","perform,matter,seven,hundr,one,hope,articl,daughter,develop,system","nation,least,music,way,keep,real,american,machin,environ,loss,everyon,fish,paper,appear,civil,economi,happen,quickli,languag,agenc","gener,serv,address,probabl,like,later,attent,draw",,,,,
225,"climat,chang","crime,fall,particip,soldier,recogn,system,throughout,short,presid,lawyer,posit","moment,skill,govern,requir,truth,result,valu","difficult,anyon,analysi,level,miss,project,plant,also,alon,tend,measur,forget,product,goal,seri","feel,role,interview,carri,friend,polici,open,manag,rule,store,enough","technolog,eight,kind,necessari,perform,let,site,realli,lead,pretti,posit,imagin,behind","fli,condit,west,truth,messag,choos,never,campaign,top,develop,suddenli,fund,art,two,talk","vote,worker,part,reveal,glass,compar,staff,knowledg,insid,former,bad","action,owner,relat,lead,put,full,fast,tree,coach,individu,could,choos,bag,result",
226,"space,explor","minut,teach,agreement,shoulder,knowledg,deep,quit,center,differ,owner,describ,sort,yet,fli,strategi","posit,usual,option,candid,goal,six","commun,confer,realiz,eat,major,might,abl,show,big,low,thing,exampl,support,outsid,measur","stori,reason,stand,song,govern,shoulder,ground,mr,kind,dark,defens,man,staff,comput,cover,organ,stay,matter,month,materi,music,get","kind,stock,today,old,skin,center","place,coupl,onto,would,coach,wait,firm,readi,custom,director,avail,machin","compar,dark,televis,word,drug,custom,long,comput,watch,alon,continu,outsid,hand,congress","local,fear,play,among,major,imagin,commun,sing","way,analysi,reduc,back,figur,exampl,west,five,doctor,former,candid,ga,around,item,number,yet,wonder,know"
227,"quantum,comput","natur,train,weight,second,futur,famili,would,everi,deal,imagin,new,list,hold","studi,hour,chang,tree,describ,question,oper,singl,station,ago,west,program","littl,industri",,,,,,
228,"health,fit","mayb,econom,full,anyth,western,televis,pressur,languag,growth,three,recent","commun,evid,worker,buy,test,pictur,high,fli,much,quit,singl,daughter","east,surfac,career","alon,break,better,public,weight,name,tonight,determin,car,respons,send,action,major,anyth,see,draw,commun","garden,agent,set,machin,hit,famili,compani","near,discu,station,talk,alreadi,guess,fish,school,top,almost,feel,item,wind,miss,scienc,thought,special,although","forget,figur,decad,father,alreadi,first,recent,simpl,person,feder,reach,coupl,leader,term","serv,radio,western,deal,compar,citizen,speak,war",
229,"person,financ","reach,open,exactli,particularli,three,foreign,today,profession","republican,night,futur,troubl,teacher,partner,staff,movement,ye,news,night,product,power","tax,blue,pm,floor,cours,employe,agreement,seri,agent,decad,dog,next,page,assum,design,mother,countri,edg,daughter,qualiti,local,cost,woman","economi,war,answer,centuri,run,tell,structur,step,water,question,hotel,husband,card,approach,feel,sister,accept","reflect,effect,piec,box,economi,effect,score,interest,test,militari,head","group,wish,let,back,entir,cultur,event,safe,home,final,give,whole",,,
230,"career,develop","sport,talk,relationship,televis,case,situat,soon,without","pattern,languag,fli,either,manag,listen,u,blue,check,name,attack,cell","employe,imagin,later,sport,scientist,test,govern,exactli,custom,indic,war,differ,signific,indic,rich,exampl,everyth,western,marriag,magazin,posit,decad,direct,away,friend,grow,certainli,insid",,,,,,
231,"space,explor","note,senior,notic,west,develop,charact,creat,stand,season,break","person,import,safe,wrong,radio,pull,lawyer,control,candid","opportun,knowledg,hospit,summer","teacher,ye,fight,billion,pretti,whatev,note,sign,window,run,success,sit,enter,wall,half,person,strong,none,call,man","new,crime,board,becom,accord,cold","tough,around,finish,region,administr,view,five,guess,center,look,wait,four,place,measur","tradit,window,defens,fine,thought,rang,style,husband,heavi,success,decid,son,thu,total","art,west,court","parent,certainli,actual,deep,intern,tax"
232,blockchain,"stage,team,posit,appli,view,centuri,control,current,effort,cold,rich,someon,gun","elect,current,special,exactli,friend,respond,insid,teach,model,focu,activ","popular,protect,fund,growth,exist,worri,expect,begin,watch,admit,anoth","fine,within,feder,front,sister,administr,civil,fear",,,,,
233,"space,explor","medic,box,yeah,machin,rather,prove,low,reason,billion","variou,bad,respond,soon,benefit","like,perform,discov,white,heart,lot,eye","cover,capit,wait,long,languag,method,blood,partner,chanc,avail","lose,actual,eat,day,thank,interest,pay,situat,number","technolog,charact,enter,certainli,happi,close,toward,bad,husband,languag","fire,popul,listen,last,word,mouth,firm,point",,
234,"web,develop","tough,thought,hair,onto,dream,program,histori,task,cut","attorney,eat,sport,data,parti,els","teach,nice,also,well","address,mr,work,futur,sens,enough,perhap,set,idea,agenc,beat,huge,account,crime,clearli,eight,rate,section,bank,simpli,man,along,minut,condit,control","guy,note,chang,particular,agent,tax,ball,back,young,hear,memori,talk","famili,challeng,busi,white,catch,present,explain,set,histori,around,real,peopl","million,particular","whatev,almost,teach,voic,receiv,mani,major,speak,employe,coupl,room","past,howev,camera,mouth,player,behavior,necessari,car,woman"
235,"person,financ","like,fast,arriv,other,onto,attorney,visit,oil,watch,account,anoth,wish,elect","despit,total,good,shoulder,usual,economi,notic,job,sever,dog","properti,organ,task,father,product,reveal,strong,partner",,,,,,
236,entrepreneurship,"receiv,train,alreadi","see,ground,central,front,top,research,report,treatment,assum,stage","citizen,morn,visit,adult,miss,american,situat,meet,medium,theori,friend,improv,build,offic,tree,drug,differ,choic,price,chanc,deep,bring,seriou,hot","kitchen,skin,form,art,defens,eight,anoth,staff,someth,throughout,drug,like,certainli","leg,use,catch,step,like,list,would","comput,near,environ,make,abl,parent,first,good,peac,lay,onto,accord,newspap,water,although,young,time,truth,charact,result,million,languag,american,minut,benefit,thought,along,standard,husband,ground","everyth,industri,magazin,democrat,role,tell,believ,wonder,play,guess,fish,purpos,wife,person,tonight,pull,size,stand,someth,rememb","best,level,hot",
237,"digit,market","physic,form,valu,among,relationship,finish,perform,page,well,end","chang,product,speech,candid,allow,anoth,per,structur,differ,power,special,reach,bill,home,result,sea","guy,stay,deal,site,sing,reduc,left,sister,treat,hope,mother,war,sit,argu","along,rather,thank,practic,materi,bill,research,decad","simpl,thank,offic,hold,old,remain,lot","hear,stand,way,center,els,wife,spring,color,howev,page,spring,long,bodi,administr,eye","member,show,economi,parti,mind,million","product,fish,record,moment,answer,group,glass,air","mission,race,like,goal,cover,friend,across,throw,challeng,qualiti,affect"
238,blockchain,"hope,tell,yeah,soon,peac,dog,anim,seri,student","school,lose,yeah,ok,abil","better,leg,wall,report,lose,owner,box,amount,would","rais,head,eight,fact,believ,wide,imag,democrat",,,,,
239,"career,develop","gun,brother,reduc,perform,understand,quickli,yet,hit,item","special,pictur,fli,short,unit,ball,order,cours,employe,worri","earli,old,assum,certain,book","includ,compani,stock,lot,tree,financi,network,opportun,team,pressur,decad,sound,make,senior,describ,design,receiv,simpli,project,nation,site,parent,station","rate,cup,win,posit,actual,side,reduc,wife,today,nation,parent,financi,everyon,like,whole,certainli,card,care","ahead,comput,attent,hold,total,right,inde","determin,ground,movement,onto,togeth,troubl","make,instead,world,data,tree,quickli,give,fund,determin,like",
240,psycholog,"sort,difficult,race,grow,enough,marriag,think,laugh,drop,look,pull,star,requir,exactli,result,challeng,almost","though,fund,stand,industri,soldier,instead,inde,reflect,sing,name,social,minut,invest","never,three,central,number,better","difficult,hear,interview,offic,realli,hit,ga,relat,condit,travel,must,studi,ago,accept,watch","price,along,expert,often,visit,religi,shoulder,recent,prove,local,evid,realiti,speech,avoid,american,happen,good,life","heavi,ball,stori,somebodi,shake,price",,,
241,"person,financ","enough,tv,exactli,foreign,bar,bar,road,realiz,kid,possibl,realli,fact,get,well,social,add","mr,sign,troubl,mean,truth,wish,close,ten,practic,past","find,deep,man,loss,budget,state,compar,polit,choos,voic","paper,administr,receiv,fund,kind,studi,seri,partner,none,expect","attent,littl,crime,consid,someon,reach,ye,marriag,intern,firm,middl,stage,increas,low,languag,discu,night,key,teach",,,,
242,"health,fit","agent,say,direct,grow,poor,wonder,need,rule,hand,tv,alway,campaign","woman,nation,offic,protect,send,accept,behavior,system,option,say,recent,charg,land","though,knowledg,film,score,cup,kitchen,appli,husband,power,minut,debat,brother,tv,leav,articl",,,,,,
243,robot,"son,agent,food,station,student,south,tell,war,list,score","partner,beat,strong,affect,fli,whether,alway,next,event,read,take,bed,year","pm,like,ago,go,alreadi,evid,court,discu,variou","whether,crime,two,issu,beyond,manag,forward,everyon,abl,product,mr,open,member,thank,realli,ever","one,parent,technolog,seek,perform,allow,tonight,includ,import,alway","must,summer,feel,thu,prevent,execut,trade,tend,foot,resourc,meet","ago,perform,enjoy,less,consum,win,chanc,accord,network,man,rememb,someon,person,reveal,nation","heart,leav,current,treatment,happen,civil,marriag,rather,educ,yet,data","colleg,possibl,agre,confer,compar"
244,"quantum,comput","movement,unit,hot,young,fact,success,throughout,job,defens,clearli,hot,along,bank,still,hair,learn,road,happen","use,million,begin,foot,southern,board,dream,tv,democrat,son,vote,music,support","fund,laugh,today,close,point,dream,develop,difficult,power,research,structur","interest,financi,hair,man,discu,support,mention,employe,someon,song,elect,exampl","wife,experi,huge,rate,often,eye,never,admit,way,buy,relationship,natur,issu","task,exampl,would,everybodi,industri,none,take,visit,mr,wait,home","wonder,indic,program,school,individu,contain,modern,view,leav,loss,realiz","answer,readi,book,decis,network,line",
245,"career,develop","bring,enough,happi,charg,note","list,kitchen,task,still,pick,play,music,along,wall,safe,structur,pretti,hair,along,front,arriv,technolog","produc,church,sing,compani,requir,continu",,,,,,
246,"machin,learn","wonder,peac,center,signific,project,note,area,enough,blue,pm,republican,kitchen,issu,good,young,treat,dark","true,pull,ever,current,believ,price,mother,see","interest,expert,allow,involv,practic,financi,tax,kitchen,carri",,,,,,
247,histori,"none,tough,reflect,plant,soon,place,act,close,second,prevent,car","mention,natur,matter,wide,agent,ahead,teach,soon","front,prove,form,sort,mother,toward,idea,whatev,suffer,forc,speech,clearli,year,magazin,partner,theori,beyond,number,hold,agent,place","similar,agenc,famili,goal,wrong,carri,larg,difficult","fall,number,artist,top,throw,experi,build,movement","move,start,charact,bodi,realiti,must,remain",,,
248,"career,develop","summer,provid,evid,indic,need,nearli,inde,red,today,school,open,color,line,posit,man,relationship,bring,design,reach,floor,servic,start,servic,noth,treat,ground,seat,role,throughout,someon","across,middl,clear,pick","style,involv,perform,relat,major,teacher,whose",,,,,,
249,"career,develop","safe,produc,south,drug,travel,phone,commerci,militari,window,certain,note,educ,act,admit,truth,person,wonder","audienc,answer,minut,realiti,partner,rang,citizen,anyth,soon,level","fast,particip,theori,read,sport,director,civil,hold,group,within,sell,know,play,spring,purpos,carri,alreadi,anyth,govern,decid,profession,method,clearli,decad,happen,specif,thousand,chang,feel","hard,film,question,worker,better,school,man,learn,becom,opportun,feel,person,town",,,,,
250,cybersecur,"sing,degre,fli,first,level,financi,high,thu,job,sound,republican,alreadi,could,daughter","ground,thank,bed,box,maintain,growth,room,respons,discuss,believ,state,fli,somebodi,servic,site,suffer","provid,congress,week,care,clear,fight,candid,choic,risk,town,agenc","bank,hundr,unit,agre,medic,star,chanc,third,cell,reason,shoulder","reason,report,avoid,radio,earli,person,design","game,race,next,space,research,movi,hotel","evid,pictur,night,reach,usual,sens,natur,focu,choic,mission","front,start,upon,third,charg,western,instead,idea,tri,later,class,moment,countri",
251,"quantum,comput","month,hous,hard,yeah,approach,page,secur,especi,let,least",test,"first,vote,thu,materi,guy,rule,job,fire,know","environ,purpos,offic,movement,kind,medium,share,littl,girl,protect,littl,fire,outsid,commerci,hard,effect,first,suddenli,crime,either,strong,shoulder,head,increas,citizen,might,across,fli","fast,happen,coach,involv,rememb,charg,agre,rather,choic,without,throw,close,run","reflect,physic,kind,research,lead,mayb,respons,join,parent,trade,opportun,poor,feel","includ,car,mr,firm,return,land,join,across,peopl,affect",,
252,"environment,scienc","next,letter,push,great,away,oper,boy,debat,idea,compar,hous,produc,alon,born,bring,indic,mouth,per,right,soldier,whether,day,foot","detail,ago,fund,green,toward,soldier,care,matter,million,anoth,song","assum,dinner,believ,great,reflect,staff,garden,goal,law,strategi,wear,studi,structur,health,experi,key,imagin,act","valu,put,adult,pull,approach,even,think,everyon,talk,safe,worker,offic,build,quit,total","huge,imag,educ,matter,recent,win,caus,reason,among,industri,rock,enjoy,public,find,famili,decad,messag,room,stuff,card","move,public,work,set,sister,special","someth,compar,alreadi,race,discov,free,year,beat,bring","other,establish,hour,agent,commerci,ever,goal,other,entir,present,determin,figur,last,articl,natur,run,employe",
253,"artifici,intellig","seven,lead,lay,alon,show,term,forc,bad,fact,yard,land","littl,late,rememb,build,four,decis,agreement,recent,articl,lay,law,accord","agent,organ,militari,paper,whether,realiz,woman,ever,memori,floor,share,includ,per,possibl,bed,point,prove","talk,bring,movement,music,play,sea,commerci,littl,grow,respond,top","economi,time,ground,call,look,u,group,purpos,light,share","owner,particular,probabl,stage,live,court,individu,argu","provid,effort,machin,young,toward,whose,exampl,still,travel,ago,subject","result,feel,kid,popul,teach,amount,black,like,practic,cup","technolog,student,center,need,learn,hot,author,level,voic,whose,actual,room,import,western,lead,garden,blood,societi"
254,"climat,chang","respond,produc,child,reflect,face,term,product,also,road","feel,person,pay,catch,parent,matter,account","learn,light,shoulder,improv,order,attent,environment,test,human,watch,scene,assum,seat,ground",,,,,,
255,"machin,learn","kitchen,draw,leav,rather,knowledg,presid,shake,sinc,republican,join,u,societi,centuri,consid,left,els,make,month","attack,ten,process,approach,tabl,tri,chang,late,half,everyon,build,particularli,act,natur,avail,serv,main,region,coupl","consum,condit,rang,sea,reveal,view,number,environment,reason,popular,project,four","live,product,lose,thing,stuff,major,although,serv,involv,tradit,step,view,wife,organ,watch,theori,rock,els,deep,poor,determin,throughout,magazin,physic,stand,mention,arriv,care,leader,improv","without,subject,thought,view,idea,thank,posit,bring,place,compani","mouth,write,sever,signific,manag","find,live,rule,polit,professor,fact,style,threat,modern","data,son,know,stuff,subject,meet,realiz,year,budget,mention",
256,"artifici,intellig","style,environment,involv,societi,collect,rest,glass,save,bag,hear","age,director,case,let,second,skill,abil,rule,throw","board,beauti,hous,center,paint,hard,guy,colleg,drop,result,sell","busi,rate,bad,dream,support,maintain,follow,system,system,languag,final,physic,nation,common,seri,may,scientist,govern,group","thing,tabl,home,style,rise,view,commerci,region,give,town,discuss,decid,treat","major,say,central,particularli,risk,read,reach,letter,whether,articl,color,bodi,larg,alreadi,recent,next,especi,technolog",,,
257,sociolog,"bed,studi,beyond,short,good,poor,interest,special,result,short","drive,rock,form,blue,magazin,admit,comput,old,somebodi,note,nation","sell,decad,fact,book,list,scientist,road,understand,doctor,movement,present,particularli","industri,meet,give,small,hot,noth,outsid,arriv,kind,bad,tonight,tough,develop,six,open,everi,develop,bring,financi,inde,game,avail,noth,top,loss,nation,one,marriag,soon,continu","execut,respond,note,role,requir,exist,great,prove,play,husband,assum,stage,record,across,suffer,world,catch,cultur,dark","none,feel,long,practic,fli,one,vote,decis,countri,cup,process,easi,million,eye,great,differ,quit,line,popular,structur,throughout,player,read,understand,hold,share","time,artist,resourc,worri,week,air,player,buy,senior,half,school,social,leav,pay,name,behind","go,forget,spend,blood,reveal,month,phone,agenc,agre,either,could,sit",
258,histori,"candid,expect,inde,south,campaign","singl,educ,togeth,vote,meet,resourc","account,pressur,season,eight,exampl,inform,sport","discuss,someon,threat,wife,treatment,also","build,impact,arriv,reach,woman,hospit,well,describ,hear,despit,fast,huge","beat,ball,point,becom,fall,fight,ok,congress,sound,mr,even,need,gener,news,view,bar,thu,ahead","custom,hot,everybodi,car,camera","send,home,know,creat,someth,none,remain,still,far,countri,view,inform,develop,voic,fast,democrat,side","perform,process,seek,sell,enjoy,defens"
259,robot,"much,light,alway,list,oil,manag,whether,game,major,make,yeah,wrong,worri","break,singl,school,far,blood,send,capit,food","also,abil,catch,polici,respons,write,energi,commerci,despit,activ","materi,theori,technolog","condit,fill,govern,leav,consid,rich,student,order,none,today,product,societi,noth,final,avail,fear,among,financi,local,ok",,,,
260,"health,fit","none,identifi,war,busi,fear,leav,budget,fast,reveal,even,bodi","whatev,ye,send,market,confer,guy,right,author,alon,choic,total,film,lay,less,lead,languag,black,discov,task","take,suffer,qualiti,kid,road,compani,lead,product,site,decid,voic,theori,commerci,evid,charact,yet,impact,pressur,build,analysi,tabl","toward,level,provid,among,situat,man,even,central,boy","writer,station,relationship,accept,discov,minut,littl,technolog,protect,next",,,,
261,"climat,chang","ok,necessari,polit,water,music,environment,agenc,might,game,term,medium,doctor,nice,charg,sing,win","polit,american,guess,togeth,space,stock,road,discuss,rememb,option,walk,insid,rate","son,understand,talk,certain,hour,pick,learn,everybodi,medium,born,within,six,forc,expert,reflect,beyond,near,thank","cost,sister,sort,budget,page,station,els,check,leav,way,dog,law,paper","clearli,give,night,hour,common,confer,third,health","wall,u,seven,board,manag,food,sever,beat,commun,realiti","concern,old,born,act,ago,project,wait,consid,major,save","morn,born,front,nearli",
262,cybersecur,"popul,design,network,inform,man,understand,eat,ga,free,social,reason","common,inde,score,modern,seri,environment,crime,never,start,high,instead,best,cours,interview,commun,right","pa,sound,cost,structur,song",,,,,,
