Unnamed: 0,question_id,question_text,topic,answer_item_1,answer_item_2,answer_item_3,answer_item_4,answer_item_5,answer_item_6,answer_item_7,answer_item_8,answer_item_9
210,211,"['full', 'south', 'tradit', 'common', 'yeah', 'oper', 'probabl', 'fall', 'staff', 'rise']",['histori'],"['well', 'particular', 'near', 'keep', 'strong', 'leader', 'strategi', 'organ', 'reach', 'person', 'start']","['strong', 'stage', 'letter', 'hope', 'make', 'upon', 'confer', 'interest', 'especi', 'seek', 'hard', 'easi', 'notic', 'identifi', 'pattern', 'execut', 'eat']","['clearli', 'product', 'style', 'famili', 'physic', 'accord', 'know', 'glass', 'speech', 'offic', 'plant', 'marriag', 'carri', 'natur', 'mr']","['memori', 'mouth', 'magazin', 'start', 'child', 'reduc', 'agre', 'hair', 'group', 'front', 'per', 'drive', 'standard', 'add', 'law', 'rais', 'hot', 'event', 'bodi', 'profession', 'happen', 'rich', 'local', 'best', 'although']","['present', 'other', 'hour', 'week', 'mean', 'tonight', 'seek', 'improv', 'next', 'abil', 'item']","['includ', 'choos', 'bodi', 'memori', 'forget', 'repres', 'manag', 'paint', 'case']","['voic', 'yeah', 'pictur', 'begin', 'imag', 'time', 'concern', 'stand', 'babi', 'compani', 'experi', 'sit', 'trade', 'affect']","['short', 'popular', 'certain', 'case', 'properti', 'mr', 'polici', 'avoid', 'success', 'far', 'help']",
211,212,"['individu', 'reason', 'fire', 'coach', 'writer', 'accord', 'back', 'administr', 'everyon', 'campaign', 'lay']",['histori'],"['turn', 'coach', 'eat', 'major', 'size', 'behavior', 'see', 'charg', 'great', 'would', 'someth', 'price']","['citizen', 'ok', 'benefit', 'ga', 'buy', 'clearli', 'program', 'beat', 'ye', 'reach', 'discuss', 'choic', 'enjoy', 'presid', 'perhap', 'nation']","['collect', 'blue', 'long', 'physic', 'matter', 'respons', 'board', 'seem', 'wish', 'base', 'prepar', 'current', 'person', 'tell', 'simpl']","['becom', 'public', 'bar', 'bed', 'govern', 'fish', 'certain', 'act', 'necessari', 'spend', 'pm']","['wide', 'peopl', 'father', 'fund', 'product', 'road', 'fine', 'west', 'mani', 'receiv', 'land', 'win']",,,,
212,213,"['person', 'southern', 'tri', 'collect', 'often', 'worri', 'chair', 'nation', 'major', 'candid', 'repres']","['digit', 'market']","['allow', 'good', 'letter', 'truth', 'model', 'meet']","['major', 'agent', 'money', 'still', 'step', 'great', 'other', 'second']","['hard', 'day', 'arm', 'polit', 'prevent', 'countri', 'race', 'suffer', 'plant', 'exampl', 'wrong', 'watch', 'anyon', 'defens', 'polit', 'end', 'opportun']","['discus', 'manag', 'earli', 'reach', 'see']","['parent', 'year', 'garden', 'compani', 'increas', 'leav', 'particularli']","['finish', 'train', 'carri', 'republican', 'tri', 'republican', 'custom', 'person', 'fli', 'might', 'similar', 'happi', 'action', 'space', 'kitchen', 'industri', 'leader', 'deal', 'decid', 'eat', 'tough', 'season', 'sometim', 'spring']",,,
213,214,"['protect', 'around', 'write', 'interest', 'number', 'writer', 'increas', 'realiz', 'outsid']",['entrepreneurship'],"['cup', 'million', 'american', 'draw', 'throw', 'simpli', 'world', 'western', 'figur', 'throughout', 'certain', 'rais', 'old', 'seven', 'variou', 'indic', 'custom', 'studi', 'process', 'admit', 'edg', 'drive', 'fear', 'court', 'five', 'phone', 'imagin', 'perform', 'memori']","['congress', 'minut', 'reason', 'anyon', 'materi', 'speech', 'put', 'process', 'method', 'difficult', 'econom', 'paint', 'low', 'compani', 'type']","['environ', 'economi', 'realiz', 'final', 'wide', 'reason', 'alreadi', 'build', 'field', 'risk', 'opportun', 'manag', 'billion', 'good', 'financi', 'anyth']","['group', 'claim', 'nation', 'claim', 'say', 'choos', 'top', 'realli', 'pretti', 'manag', 'coupl', 'think', 'prevent', 'quit', 'receiv', 'busi', 'meet', 'often', 'parent']","['sell', 'break', 'hear', 'class', 'signific', 'doctor', 'although', 'reduc', 'inde', 'necessari', 'concern', 'econom', 'common', 'total', 'reach', 'idea', 'energi', 'notic', 'messag', 'mission', 'note', 'bodi', 'relationship']","['job', 'rang', 'democrat', 'would', 'page', 'far', 'day', 'water', 'girl', 'writer', 'last', 'write', 'campaign', 'interest', 'bar', 'matter', 'interview', 'notic', 'common', 'alreadi', 'red']","['million', 'ga', 'shoulder', 'interest', 'tradit', 'tax', 'impact', 'busi', 'inform', 'build', 'safe', 'newspap']","['hit', 'big', 'task', 'thu', 'adult', 'sell', 'market', 'polit', 'half', 'audienc', 'decid', 'low', 'condit', 'adult', 'spring', 'design', 'health', 'magazin', 'begin', 'describ', 'none']",
214,215,"['beauti', 'throughout', 'act', 'trip', 'vote', 'yeah', 'prevent']","['artifici', 'intellig']","['professor', 'believ', 'agenc', 'turn', 'execut', 'side', 'week', 'argu', 'start']","['wind', 'bag', 'serv', 'major', 'page', 'floor', 'near', 'note']","['invest', 'properti', 'light', 'cell', 'peac', 'natur', 'child', 'artist', 'scienc', 'street', 'kitchen', 'answer']","['alon', 'man', 'real', 'fish', 'star', 'dream', 'exampl', 'make', 'compar', 'writer', 'debat', 'leg', 'materi', 'feder', 'discus', 'attent']",,,,,
215,216,"['lot', 'make', 'four', 'huge', 'plan', 'help', 'phone']","['space', 'explor']","['view', 'stop', 'fund', 'claim', 'debat', 'relationship', 'major', 'larg', 'price']","['walk', 'thing', 'fire', 'increas', 'say', 'notic']","['win', 'qualiti', 'travel', 'peopl', 'get', 'news', 'realiz', 'increas', 'teach', 'colleg']","['nation', 'music', 'behavior', 'card', 'miss', 'trial', 'member', 'must', 'writer', 'action', 'cut']","['happen', 'way', 'countri', 'word', 'condit', 'three', 'agre', 'forc', 'book', 'enter', 'rate', 'environment', 'design', 'increas', 'task', 'intern', 'particip', 'star', 'show', 'fine', 'face', 'howev', 'use', 'huge', 'take', 'much', 'billion']","['sign', 'let', 'note', 'purpos', 'sometim', 'stock', 'author', 'draw', 'shoulder', 'howev', 'tonight', 'give', 'final']","['fast', 'floor', 'head', 'establish', 'mr', 'sing', 'listen', 'republican', 'cultur', 'ask', 'western', 'strategi', 'friend', 'exactli', 'respond', 'center', 'level']",,
216,217,"['becom', 'deep', 'black', 'littl', 'servic', 'stori']","['career', 'develop']","['televis', 'stage', 'citi', 'fill', 'major']","['wall', 'father', 'person', 'great', 'sen']","['help', 'five', 'fact', 'exist', 'low', 'morn', 'local', 'hundr', 'grow', 'reveal', 'detail', 'congress', 'give', 'analysi', 'attack', 'standard']","['drive', 'music', 'guy', 'forget', 'ten', 'benefit', 'page', 'materi', 'less', 'age', 'lead', 'key', 'bodi', 'full']","['white', 'hand', 'sourc', 'simpli']","['expect', 'word', 'heavi', 'rather', 'trial', 'singl', 'lot', 'reason', 'true', 'qualiti', 'end', 'open', 'paper', 'perhap', 'high', 'heavi', 'board', 'player']","['artist', 'choic', 'yet', 'capit', 'point', 'discov', 'door', 'area', 'social', 'spend', 'natur', 'hard', 'pay', 'best', 'make']",,
217,218,"['expert', 'power', 'student', 'southern', 'way', 'seri', 'town', 'old', 'foreign']",['psycholog'],"['term', 'environ', 'common', 'end', 'effort', 'admit', 'rememb', 'question', 'challeng', 'issu', 'finish', 'radio', 'audienc', 'visit', 'develop']","['learn', 'happi', 'boy', 'senior', 'new', 'effort', 'collect', 'shake']","['interest', 'wind', 'beyond', 'foreign', 'happen', 'ball']","['answer', 'comput', 'last', 'measur', 'rule', 'admit', 'former', 'know', 'certainli', 'partner', 'adult']","['surfac', 'wall', 'like', 'old', 'career', 'environ']","['line', 'total', 'prevent', 'seem', 'suffer', 'thousand', 'seri', 'still', 'mouth', 'detail', 'alon', 'other', 'work']","['free', 'east', 'part', 'turn', 'short', 'choos']","['third', 'exist', 'road', 'throughout', 'alway', 'network', 'blood', 'help', 'mention', 'factor', 'clear', 'act']","['organ', 'hotel', 'identifi', 'differ', 'respond', 'time', 'agre', 'song', 'peopl', 'would', 'recogn', 'figur']"
218,219,"['behavior', 'despit', 'hundr', 'class', 'put', 'realiti', 'ever', 'event', 'direct', 'director']","['climat', 'chang']","['tax', 'gener', 'produc', 'none', 'adult', 'bag', 'avail', 'sister', 'movement', 'husband', 'avail', 'degre']","['program', 'author', 'across', 'expect', 'bag', 'oil', 'tough', 'sit', 'real', 'close', 'arriv', 'govern']","['anim', 'manag', 'career', 'without', 'rich', 'fill', 'shoulder', 'movi', 'thousand']",,,,,,
219,220,"['mani', 'wind', 'capit', 'near', 'sign', 'ground', 'structur', 'brother', 'success', 'run', 'tradit', 'prove', 'leave', 'messag', 'energi']",['psycholog'],"['audienc', 'singl', 'littl', 'meet', 'fast', 'new', 'paint', 'side', 'manag', 'trial', 'night', 'professor', 'check', 'method', 'add', 'issu', 'particularli', 'hope', 'dinner']","['right', 'lawyer', 'futur', 'rest', 'phone', 'song', 'stuff', 'wonder', 'peopl', 'never', 'final', 'near', 'opportun', 'educ', 'event', 'five']","['stock', 'site', 'main', 'tabl', 'cut', 'door', 'treatment', 'firm', 'senior', 'worri']",,,,,,
220,221,"['billion', 'yeah', 'rais', 'u', 'creat', 'sinc', 'attack', 'agreement', 'figur', 'lay', 'catch', 'growth']","['person', 'financ']","['card', 'piec', 'current', 'special', 'polit', 'light', 'break', 'fish', 'record', 'realli', 'tv', 'person', 'author', 'go', 'amount', 'surfac', 'forward']","['relationship', 'start', 'polic', 'away', 'room', 'whether', 'entir', 'seat', 'alon', 'experi', 'today', 'import', 'recogn', 'smile', 'hair', 'grow', 'sea', 'laugh']","['seriou', 'bag', 'light', 'begin', 'togeth', 'drop', 'countri', 'network', 'last', 'final']","['store', 'hard', 'ahead', 'hot', 'dog', 'first', 'though', 'billion', 'cover', 'alway', 'newspap', 'firm', 'open', 'inde', 'worker']","['offer', 'news', 'close', 'occur', 'night', 'carri', 'despit', 'lose', 'race', 'know', 'church', 'nice', 'know', 'happen', 'like', 'space', 'job', 'colleg', 'fine', 'bill']","['begin', 'pressur', 'pattern', 'institut', 'human', 'class', 'show', 'affect', 'news', 'spend', 'understand', 'south', 'view', 'famili']","['whose', 'person', 'three', 'finish', 'shake', 'polic', 'histori', 'lawyer', 'fast', 'instead', 'class', 'specif', 'tree', 'figur', 'quit']",,
221,222,"['citizen', 'edg', 'suggest', 'individu', 'could', 'leav', 'clear', 'articl']",['educ'],"['nation', 'school', 'class', 'piec', 'speech', 'arriv', 'class', 'short', 'mani', 'mayb', 'see', 'particularli', 'memori', 'similar', 'less', 'happen', 'door', 'sea', 'contain']","['person', 'sea', 'move', 'properti', 'crime', 'learn', 'tax', 'entir']","['strong', 'growth', 'stori', 'play', 'throw', 'cours']","['speak', 'certainli', 'night', 'creat', 'pull', 'interest', 'piec', 'beyond', 'onto', 'prevent', 'class', 'medic', 'particip', 'person', 'lead', 'educ', 'bank', 'bit', 'score', 'worri', 'rock', 'offic', 'process', 'past']","['eat', 'card', 'includ', 'prepar', 'compar', 'determin', 'civil', 'tree']","['home', 'local', 'region', 'effort', 'sport', 'educ', 'relat', 'action', 'garden']",,,
222,223,"['civil', 'trial', 'hold', 'necessari', 'draw', 'voic']",['blockchain'],"['child', 'measur', 'resourc', 'sever', 'south', 'level', 'lead', 'event', 'beauti', 'standard', 'alway', 'perform', 'explain', 'base', 'hold']","['area', 'detail', 'poor', 'blood', 'deep', 'billion', 'decid', 'believ', 'center', 'space', 'edg', 'debat', 'suffer', 'stori', 'use', 'author', 'consid', 'green']","['home', 'billion', 'nearli', 'elect', 'fish', 'third', 'man', 'religi', 'could', 'mission', 'four']","['friend', 'page', 'execut', 'secur', 'month', 'less', 'activ', 'form', 'half', 'hit']","['free', 'east', 'upon', 'charg', 'rich', 'eye', 'real', 'understand']","['alway', 'coupl', 'dinner', 'mention']","['quit', 'dream', 'countri', 'situat', 'free', 'road', 'ye', 'lot', 'game', 'memori', 'reflect', 'shake', 'door', 'sinc', 'red', 'church']","['seat', 'wrong', 'posit', 'commerci', 'part', 'although', 'appear', 'mayb', 'ye']",
223,224,"['valu', 'place', 'ye', 'ten', 'way', 'window']",['psycholog'],"['quickli', 'abil', 'might', 'ga', 'explain', 'machin', 'contain', 'site', 'find']","['perform', 'matter', 'seven', 'hundr', 'one', 'hope', 'articl', 'daughter', 'develop', 'system']","['nation', 'least', 'music', 'way', 'keep', 'real', 'american', 'machin', 'environ', 'loss', 'everyon', 'fish', 'paper', 'appear', 'civil', 'economi', 'happen', 'quickli', 'languag', 'agenc']","['gener', 'serv', 'address', 'probabl', 'like', 'later', 'attent', 'draw']",,,,,
224,225,"['claim', 'increas', 'identifi', 'word', 'store', 'huge', 'catch', 'sign', 'chair', 'admit', 'polici', 'sit', 'star']","['climat', 'chang']","['crime', 'fall', 'particip', 'soldier', 'recogn', 'system', 'throughout', 'short', 'presid', 'lawyer', 'posit']","['moment', 'skill', 'govern', 'requir', 'truth', 'result', 'valu']","['difficult', 'anyon', 'analysi', 'level', 'miss', 'project', 'plant', 'also', 'alon', 'tend', 'measur', 'forget', 'product', 'goal', 'seri']","['feel', 'role', 'interview', 'carri', 'friend', 'polici', 'open', 'manag', 'rule', 'store', 'enough']","['technolog', 'eight', 'kind', 'necessari', 'perform', 'let', 'site', 'realli', 'lead', 'pretti', 'posit', 'imagin', 'behind']","['fli', 'condit', 'west', 'truth', 'messag', 'choos', 'never', 'campaign', 'top', 'develop', 'suddenli', 'fund', 'art', 'two', 'talk']","['vote', 'worker', 'part', 'reveal', 'glass', 'compar', 'staff', 'knowledg', 'insid', 'former', 'bad']","['action', 'owner', 'relat', 'lead', 'put', 'full', 'fast', 'tree', 'coach', 'individu', 'could', 'choos', 'bag', 'result']",
225,226,"['littl', 'heart', 'happen', 'countri', 'lose', 'piec', 'region', 'hous', 'hold', 'impact', 'structur', 'far', 'magazin', 'difficult']","['space', 'explor']","['minut', 'teach', 'agreement', 'shoulder', 'knowledg', 'deep', 'quit', 'center', 'differ', 'owner', 'describ', 'sort', 'yet', 'fli', 'strategi']","['posit', 'usual', 'option', 'candid', 'goal', 'six']","['commun', 'confer', 'realiz', 'eat', 'major', 'might', 'abl', 'show', 'big', 'low', 'thing', 'exampl', 'support', 'outsid', 'measur']","['stori', 'reason', 'stand', 'caus', 'song', 'govern', 'shoulder', 'ground', 'mr', 'kind', 'dark', 'defens', 'man', 'staff', 'comput', 'cover', 'organ', 'stay', 'matter', 'month', 'materi', 'music', 'get']","['kind', 'stock', 'today', 'old', 'skin', 'center']","['place', 'coupl', 'onto', 'would', 'coach', 'wait', 'firm', 'readi', 'custom', 'director', 'avail', 'machin']","['compar', 'dark', 'televis', 'word', 'drug', 'custom', 'long', 'comput', 'watch', 'alon', 'continu', 'outsid', 'hand', 'congress']","['local', 'fear', 'play', 'among', 'major', 'imagin', 'commun', 'sing']","['way', 'analysi', 'reduc', 'back', 'figur', 'exampl', 'west', 'five', 'doctor', 'former', 'candid', 'ga', 'around', 'item', 'number', 'yet', 'wonder', 'know']"
226,227,"['way', 'histori', 'choos', 'region', 'medium', 'time', 'noth', 'court']","['quantum', 'comput']","['natur', 'train', 'weight', 'second', 'futur', 'famili', 'would', 'everi', 'deal', 'imagin', 'new', 'list', 'hold']","['studi', 'hour', 'chang', 'tree', 'describ', 'question', 'oper', 'singl', 'station', 'ago', 'west', 'program']","['littl', 'industri']",,,,,,
227,228,"['perform', 'past', 'move', 'form', 'western', 'school', 'side', 'side', 'special', 'babi', 'natur', 'let', 'activ']","['health', 'fit']","['mayb', 'econom', 'full', 'anyth', 'western', 'televis', 'pressur', 'languag', 'growth', 'three', 'recent']","['commun', 'evid', 'worker', 'buy', 'test', 'pictur', 'high', 'fli', 'much', 'quit', 'singl', 'daughter']","['east', 'surfac', 'career']","['alon', 'break', 'well', 'public', 'weight', 'name', 'tonight', 'determin', 'car', 'respons', 'send', 'action', 'major', 'anyth', 'see', 'draw', 'commun']","['garden', 'agent', 'set', 'machin', 'hit', 'famili', 'compani']","['near', 'discuss', 'station', 'talk', 'alreadi', 'guess', 'fish', 'school', 'top', 'almost', 'feel', 'item', 'wind', 'miss', 'scienc', 'think', 'special', 'although']","['forget', 'figur', 'decad', 'father', 'alreadi', 'first', 'recent', 'simpl', 'person', 'feder', 'reach', 'coupl', 'leader', 'term']","['serv', 'radio', 'western', 'deal', 'compar', 'citizen', 'speak', 'war']",
228,229,"['ground', 'brother', 'recent', 'east', 'simpl', 'recent', 'feel', 'confer', 'doctor', 'creat']","['person', 'financ']","['reach', 'open', 'exactli', 'particularli', 'three', 'foreign', 'today', 'profession']","['republican', 'night', 'futur', 'troubl', 'teacher', 'partner', 'staff', 'movement', 'ye', 'news', 'night', 'product', 'power']","['tax', 'blue', 'pm', 'floor', 'cours', 'employe', 'agreement', 'seri', 'agent', 'decad', 'dog', 'next', 'page', 'assum', 'design', 'mother', 'countri', 'edg', 'daughter', 'qualiti', 'local', 'cost', 'woman']","['economi', 'war', 'answer', 'centuri', 'run', 'tell', 'structur', 'step', 'water', 'question', 'hotel', 'husband', 'card', 'approach', 'feel', 'sister', 'accept']","['reflect', 'effect', 'piec', 'box', 'economi', 'effect', 'score', 'interest', 'test', 'militari', 'head']","['group', 'wish', 'let', 'back', 'entir', 'cultur', 'event', 'safe', 'home', 'final', 'give', 'whole']",,,
229,230,"['forget', 'agenc', 'walk', 'execut', 'phone', 'product', 'drop', 'continu', 'hour', 'modern', 'polit']","['career', 'develop']","['sport', 'talk', 'relationship', 'televis', 'case', 'situat', 'soon', 'without']","['pattern', 'languag', 'fli', 'either', 'manag', 'listen', 'u', 'blue', 'check', 'name', 'attack', 'cell']","['employe', 'imagin', 'later', 'sport', 'scientist', 'test', 'govern', 'exactli', 'custom', 'indic', 'war', 'differ', 'signific', 'indic', 'rich', 'exampl', 'everyth', 'western', 'marriag', 'magazin', 'posit', 'decad', 'direct', 'away', 'friend', 'grow', 'certainli', 'insid']",,,,,,
230,231,"['republican', 'around', 'case', 'foot', 'seem', 'secur', 'rather', 'happen', 'import', 'follow', 'magazin', 'free']","['space', 'explor']","['note', 'senior', 'notic', 'west', 'develop', 'charact', 'creat', 'stand', 'season', 'break']","['person', 'import', 'safe', 'wrong', 'radio', 'pull', 'lawyer', 'control', 'candid']","['opportun', 'knowledg', 'hospit', 'summer']","['teacher', 'ye', 'fight', 'billion', 'pretti', 'whatev', 'note', 'sign', 'window', 'run', 'success', 'sit', 'enter', 'wall', 'half', 'person', 'strong', 'none', 'call', 'man']","['new', 'crime', 'board', 'becom', 'accord', 'cold']","['tough', 'around', 'finish', 'region', 'administr', 'view', 'five', 'guess', 'center', 'look', 'wait', 'four', 'place', 'measur']","['tradit', 'window', 'defens', 'fine', 'think', 'rang', 'style', 'husband', 'heavi', 'success', 'decid', 'son', 'thu', 'total']","['art', 'west', 'court']","['parent', 'certainli', 'actual', 'deep', 'intern', 'tax']"
231,232,"['alway', 'bit', 'say', 'toward', 'eat', 'real', 'pretti', 'mr', 'red']",['blockchain'],"['stage', 'team', 'posit', 'appli', 'view', 'centuri', 'control', 'current', 'effort', 'cold', 'rich', 'someon', 'gun']","['elect', 'current', 'special', 'exactli', 'friend', 'respond', 'insid', 'teach', 'model', 'focu', 'activ']","['popular', 'protect', 'fund', 'growth', 'exist', 'worri', 'expect', 'begin', 'watch', 'admit', 'anoth']","['fine', 'within', 'feder', 'front', 'sister', 'administr', 'civil', 'fear']",,,,,
232,233,"['amount', 'worker', 'statement', 'yard', 'particularli']","['space', 'explor']","['medic', 'box', 'yeah', 'machin', 'rather', 'prove', 'low', 'reason', 'billion']","['variou', 'bad', 'respond', 'soon', 'benefit']","['like', 'perform', 'discov', 'white', 'heart', 'lot', 'eye']","['cover', 'capit', 'wait', 'long', 'languag', 'method', 'blood', 'partner', 'chanc', 'avail']","['lose', 'actual', 'eat', 'day', 'thank', 'interest', 'pay', 'situat', 'number']","['technolog', 'charact', 'enter', 'certainli', 'happi', 'close', 'toward', 'bad', 'husband', 'languag']","['fire', 'popul', 'listen', 'last', 'word', 'mouth', 'firm', 'point']",,
